Planet,Star,Star Count,Planet Count,Orbit Time (days),Planet Size (Earths),Planet Mass (Earths),Planet Density,Orbit Shape,habitability_score,Planet Temp (C),Information,description_english,description_spanish,description_french,description_german,description_hindi,description_japanese
TOI-4087 b,TOI-4087,1,1,3.1774835,13.047,232.01474,0.57,0.0,0.4260184953156342,1184.85,"Planet: TOI-4087 b, Star: TOI-4087, Star Count: 1, Planet Count: 1, Orbit Time (days): 3.1774835, Planet Size (Earths): 13.047, Planet Mass (Earths): 232.01474, Planet Temp (C): 1184.85, Planet Density: 0.57, Orbit Shape: 0.0","Hey there, young space explorer! Let's talk about TOI-4087 b, a planet that's super different from Earth. This planet is huge, about 13 times bigger than our own, and has a mass that's like having 232 Earths combined, but it's also really hot, with surface temperatures reaching over 1,000 degrees Celsius!","¡Hola ahí, joven explorador del espacio! Vamos a hablar sobre TOI-4087 b, un planeta que es muy diferente a la Tierra. Este planeta es enorme, con un tamaño de unos 13 veces mayor al nuestro, y tiene una masa equivalente a la de 232 Tierras juntas, pero también es muy caliente, con temperaturas superficiales que alcanzan los más de 1.000 grados Celsius!","Salut, jeune explorateur de l'espace ! Parlons d' TOI-4087 b, une planète dont les caractéristiques sont incroyablement différentes de celles de la Terre. Cette planète est géante, soit environ 13 fois plus massive que la nôtre, et possède une masse qui équivaut à celle de 232 terres réunies, mais elle est également très chaude, avec des températures de surface dépassant les 1 000 degrés Celsius !","Hallo da, junger Weltraumforscher! Lass uns über TOI-4087 b sprechen, einen Planeten, der extrem von der Erde abweicht. Dieser Planet ist riesig, etwa 13mal so groß wie unsere Heimat und sein Massenvorteil erinnert an 232 Erden, aber es ist auch sehr heiß, mit Oberflächentemperaturen, die über 1000 Grad Celsius erreichen!","योंग स्पेस एक्सप्लोरर, TOI-4087 b के बारे में बात करते हैं जो पृथ्वी से बहुत अलग है। यह ग्रह विशाल है, लगभग 13 गुना बड़ा है और इसका द्रव्यमान 232 पृथ्वियों के बराबर है, लेकिन यह अत्यधिक गर्म है, जिसका पृष्ठताप 1,000 डिग्री सेल्सियस से अधिक है।", hey、若い宇宙探索者！TOI-4087 bについて話してみましょう。TOI-4087 bは地球と全く違う惑星です。この惑星はかなり大きくて、13倍以上の地球の大きさを持ちます。さらに、その質量は232個の地球に相当しますが、あまりに熱い惑星で、表面温度は1000度以上になります！
HD 191939 d,HD 191939,1,6,38.353037,2.995,2.8,0.57,0.031,0.4422227778908739,266.85,"Planet: HD 191939 d, Star: HD 191939, Star Count: 1, Planet Count: 6, Orbit Time (days): 38.353037, Planet Size (Earths): 2.995, Planet Mass (Earths): 2.8, Planet Temp (C): 266.85, Planet Density: 0.57, Orbit Shape: 0.031","Here's what I'd tell a kid between 12 to 16 about this planet:

""Hey, you know how we live on Earth, right? Well, there's another cool planet out there called HD 191939 d that's really similar to our own, but a bit bigger and more massive. It takes this planet about 38 days to go around its star, and it's actually quite hot with temperatures up to 266 degrees Celsius - that's even hotter than some volcanoes on Earth!""","¡Hola! Tú sabes que vivimos en la Tierra, ¿verdad? Pues hay otro planeta genial afuera llamado HD 191939 d que es muy parecido al nuestro, pero un poco más grande y masivo. Le toma a este planeta unos 38 días dar una vuelta a su estrella, ¡y es muy cálido con temperaturas de hasta 266 grados Celsius - eso es incluso más caliente que algunos volcanes en la Tierra!","Voici ce que je te dirais à un enfant de 12 à 16 ans sur cette planète :

""Salut, tu sais bien que nous vivons sur Terre, hein ? Eh bien, il y a une autre planète super sympa qui s'appelle HD 191939 d, et elle est vraiment très semblable à la nôtre, mais un peu plus grande et plus massive. Il lui faut environ 38 jours pour faire le tour de son étoile, et c'est même beaucoup trop chaud avec des températures allant jusqu'à 266 degrés Celsius - ça fait encore plus chaud que certains volcans sur Terre !""","Hier ist, was ich einem Kind zwischen 12 und 16 über diese Beobachtung sagen würde:

""Hey, weißt du, wie wir auf der Erde leben, richtig? Es gibt noch eine andere coole Beobachtung namens HD 191939 d, die sehr ähnlich zu unserer Erde ist, aber ein bisschen größer und massiver ist. Es dauert diese Beobachtung ungefähr 38 Tage, um ihre Sonne zu umrunden, und es ist tatsächlich ziemlich heiß mit Temperaturen bis zu 266 Grad Celsius - das sind sogar höhere Temperaturen als einige Vulkane auf der Erde!""","ये जानकर बहुत दिलचस्प होगा कि हमारी पृथ्वी पर रहने वाले बच्चों को एक और शानदार ग्रह HD 191939 d के बारे में बताना। यह अपने सूर्य के इर्द-गिर्द लगभग 38 दिन में घूमता है और यह बहुत गरम रहता है, तापमान तक पहुँच जाता है 266 डिग्री सेल्सियस, जो कि पृथ्वी पर कुछ विस्फोटकों के तापमान से भी अधिक है।",地球に住んでいることは知っていますか。それはまた、同じような星を回っているHD191939dという星があります。大きさと質量が少し違っていて38日で1周する星です。その熱い温度は地上の火山より熱く、その星の表面温度は266度に達します。
TOI-2570 b,TOI-2570,1,1,2.9887615,13.641,260.61929,0.563,0.0,0.4266760074368648,1157.85,"Planet: TOI-2570 b, Star: TOI-2570, Star Count: 1, Planet Count: 1, Orbit Time (days): 2.9887615, Planet Size (Earths): 13.641, Planet Mass (Earths): 260.61929, Planet Temp (C): 1157.85, Planet Density: 0.563, Orbit Shape: 0.0","Check out this cool planet called TOI-2570 b! It's a huge world that orbits its star in just about 3 days, which is super quick - it's like having the shortest school year ever! Unfortunately, it's also scorching hot with temperatures reaching over 1,100 degrees Celsius (that's hotter than a blast furnace!), so I think we'd have to find a way to live on its surface without getting cooked.","¡Echa un vistazo a este planeta emocionante llamado TOI-2570 b! Es un mundo gigantesco que gira alrededor de su estrella en solo unos 3 días, lo cual es increíblemente rápido - ¡es como tener el año escolar más corto jamás! Lamentablemente, también es extremadamente caliente con temperaturas que llegan a superar los 1.100 grados Celsius (lo que es más caliente incluso que una hornilla de fundición!), por lo que creo que tendríamos que encontrar la manera de vivir en su superficie sin asarse.","Voici la traduction :

Découvrez ce planète incroyable appelée TOI-2570 b ! C'est un monde immense qui orbite autour de sa étoile en à peine 3 jours, ce qui est vraiment rapide - c'est comme avoir l'année scolaire la plus courte possible ! Malheureusement, il fait aussi très chaud avec des températures dépassant les 1 100 degrés Celsius (c'est encore plus chaud qu'une fourneaux à fusion !), donc je pense que nous devrions trouver un moyen de vivre sur sa surface sans se faire cuire.","Schauen Sie sich dieses coole Planet an, genannt TOI-2570 b! Es ist ein Riesenglob, der seinen Stern in ungefähr 3 Tagen umkreist, was ziemlich schnell ist - es ist wie ein Schuljahr mit der kürzesten Dauer aller Zeiten! Leider ist es auch brütend heiß mit Temperaturen, die über 1.100 Grad Celsius erreichen (das ist heißer als ein Hochofen!), also denke ich, dass wir eine Möglichkeit finden müssten, auf seiner Oberfläche zu leben, ohne gebraten zu werden.","ये खूबसूरत ग्रह TOI-2570 बी का परीक्षण करो! ये एक बहुत बड़ा संसार है जिसकी अपने तारे के चारों ओर लगभग 3 दिनों में परिक्रमा करता है, जो बहुत जल्दी है - यह सबसे छोटा विद्यालय वर्ष का समान है! खेद के साथ, यह भी लालचितक वातावरण का ग्रह है और तापमान 1,100 डिग्री सेल्सियस (जो एक प्रकार के प्लाज्मा फ्यूजन में भी जल्दी होता है!) तक पहुँच जाता है, इसलिए मुझे लगता है कि इसकी सतह पर रहने के लिए हमें ऐसा तरीका ढूंढना पड़ेगा जिससे हम जले न पाएं।",TOI-2570 b をチェックしてください！それは、約３日でその星を公転する膨大な世界です。これは超速でした！これは短縮版の学校年間だったのと同じです。しかしこれは酷い熱さでもあり、気温は１１００度以上に達します（そうすると焔炉が爆発するぐらいです）。 したがって、私たちは、この星面を生きながら焼けずにすんだ方法を見つける必要があります。
K2-237 b,K2-237,1,1,2.18053539,16.197,433.20012,0.562,0.042,0.4315793977374962,1554.85,"Planet: K2-237 b, Star: K2-237, Star Count: 1, Planet Count: 1, Orbit Time (days): 2.18053539, Planet Size (Earths): 16.197, Planet Mass (Earths): 433.20012, Planet Temp (C): 1554.85, Planet Density: 0.562, Orbit Shape: 0.042","""Hey kiddo! K2-237 b is a really big planet that's about 16 times bigger than Earth! It orbits its star, called K2-237, in just over 2 days and gets so hot that it would melt metal - we're talking temperatures of almost 1600°C, which is way too hot for any living thing to exist!""","¡Hola chico! El planeta K2-237 b es verdaderamente gigante y es aproximadamente 16 veces más grande que la Tierra. Órbita alrededor de su estrella llamada K2-237 en solo más de 2 días y se vuelve tan caliente que derretiría metal - estamos hablando de temperaturas cercanas a los casi 1600°C, lo cual es demasiado caliente para que cualquier ser vivo pueda existir.","Salut ! K2-237 b est un planète énorme qui fait presque 16 fois plus grande que la Terre ! Elle orbite autour de son étoile, appelée K2-237, en moins de 2 jours et devient si chaude qu'elle fondrait le métal - on parle des températures d'environ 1600°C, ce qui est trop chaud pour que quoi que ce soit vivant puisse exister !","Hallo Junge! K2-237 b ist ein richtig großer Planet, der etwa 16 Mal so groß ist wie die Erde! Er umkreist seinen Stern, den K2-237, in gerade mal über 2 Tagen und wird durch die Hitze so sehr aufgeheizt, dass er Metall schmelzen lassen würde - wir sprechen hier von Temperaturen von fast 1600°C, die viel zu heiß sind für jedes lebende Wesen.","बच्चो! के२-२३७ ब यह बहुत बड़ा ग्रह है जिसका आकार पृथ्वी से लगभग १६ गुना है। यह अपने तारे के चारों ओर दो घंटे से अधिक समय में परिक्रमा करता है और इस तरह इतना गर्म होता है कि यह धातु तक पिघल जाएगा - हम बोल रहे हैं लगभग १६०० डिग्री सेल्सियस के तापमान, जो जीवित कोई भी चीज़ नहीं हो सकती।","Hey, kōdori! K2-237 b wa chītsu ga jūrokubun no oni da. Sono tai o erabu K2-237 niwa nichi ni kaiteki shimasu. Soshitsuka wa atsui to omou ga, 1600 °C tsuki, kikai no tameno mono mo kawatte iru!"""
TOI-5293 A b,TOI-5293 A,2,1,2.930289,11.9,170.4,0.56,0.38,0.3803504460767632,401.85,"Planet: TOI-5293 A b, Star: TOI-5293 A, Star Count: 2, Planet Count: 1, Orbit Time (days): 2.930289, Planet Size (Earths): 11.9, Planet Mass (Earths): 170.4, Planet Temp (C): 401.85, Planet Density: 0.56, Orbit Shape: 0.38","Here's an explanation of the planet TOI-5293 A b that a kid between 12 to 16 can understand:

Meet TOI-5293 A b, a super-sized planet that orbits its star in just over 2 and a half days! This massive world is about 11 times bigger than Earth, making it a true giant in our galaxy. It's also incredibly hot, with surface temperatures soaring above 400 degrees Celsius - that's hotter than the hottest oven you've ever seen!","Conoce a TOI-5293 A b, un gigantesco planeta que gira alrededor de su estrella en solo más de dos y medio días. Este mundo masivo es unas once veces más grande que la Tierra, lo que lo convierte en un verdadero gigante en nuestra galaxia. También es increíblemente caliente, con temperaturas superficiales que sobrepasan los 400 grados Celsius - eso es más caliente que cualquier horno que hayas visto jamás!","Voici une explication du planète TOI-5293 A b que les jeunes de 12 à 16 ans peuvent comprendre :

Rencontrez TOI-5293 A b, un gigantesque planète qui orbite autour de sa étoile en juste plus de deux et demi jours ! Ce monde titanesque fait environ 11 fois la taille de la Terre, le rendant un véritable géant dans notre galaxie. Il est également incroyablement chaud, avec des températures de surface dépassant les 400 degrés Celsius - ce qui est plus chaud que votre four le plus chauffé !","Hier ist eine Erklärung des Planeten TOI-5293 A b, die ein Kind zwischen 12 und 16 verstehen kann:

Besuchen Sie TOI-5293 A b, einen Riesenplaneten, der seine Sonne in weniger als 2,5 Tagen umrundet! Dieses riesige Gebilde ist etwa elfmal größer als die Erde und zählt somit zu den echten Giganten unserer Galaxie. Es ist auch unglaublich heiß, mit Oberflächentemperaturen, die über 400 Grad Celsius erreichen – das ist heißer als der heißeste Ofen, den Sie je gesehen haben!","ये है ग्रह TOI-5293 A b का वर्णन जो कि 12 साल से लेकर 16 साल तक की उम्र के बच्चों के लिए समझ आता है:

टोई - 5293 ए बी में आपकी मुलाकात होगी, यह एक ऐसा ग्रह है जिसका घूमना पूरा 2.5 दिन से भी कम समय में हो जाता है! इस विशाल ग्रह का आकार धरती से लगभग 11 गुना बड़ा होता है, जिससे यह हमारे गैलेक्सी में एक सच्चा巨न्तरि है। इसकी सतह पर तापमान भी बहुत अधिक होता है जो करीब 400 डिग्री सेल्सियस तक पहुंच जाता है - इससे भी ज्यादा गर्म तवा तो अभी तक किसी आपको नहीं देखा होगा!",TOI-5293 A b は、星をちょうど約 2 から 3 日で回っているすばるな惑星です。これは地球の11 倍ぐらい大きい超大型の世界でした。この巨大な惑星の表面温度は400 度以上に達します。それはあなたが見たこともない hottest オーブンよりも熱いですね！
HATS-37 A b,HATS-37 A,2,1,4.3315366,6.793,31.46517,0.55,0.0,0.4462524467264505,811.85,"Planet: HATS-37 A b, Star: HATS-37 A, Star Count: 2, Planet Count: 1, Orbit Time (days): 4.3315366, Planet Size (Earths): 6.793, Planet Mass (Earths): 31.46517, Planet Temp (C): 811.85, Planet Density: 0.55, Orbit Shape: 0.0","Here's an explanation of the planet that a kid between 12 to 16 years old can understand:

Imagine a huge ball of hot rock called HATS-37 A b, orbiting around its star in just over 4 days! This scorching hot world is about 6.7 times bigger and heavier than Earth, making it a pretty massive planet. But don't worry, it's so close to its star that the temperature on this planet would be a whopping 812°C - way too hot for anything to live there!","Imagina un enorme globo de roca caliente llamado HATS-37 A b, que orbita su estrella en solo unos 4 días. Este mundo abrasador es aproximadamente 6.7 veces más grande y pesado que la Tierra, lo que lo convierte en un planeta bastante masivo. No hay que preocuparse, sin embargo, ya que está tan cerca de su estrella que la temperatura en este planeta sería una asombrosa 812°C - ¡demasiado caliente para que allí pueda vivir nada!","Voici une explication de la planète qui convient à un enfant d'âge scolaire (12-16 ans) :

Imaginez une immense boule de roches en fusion appelée HATS-37 A b, tournant autour de sa étoile en l'espace de juste plus de 4 jours ! Ce monde brûlant est environ 6,7 fois plus grand et plus lourd que la Terre, ce qui en fait un vrai géant planétaire. Mais ne vous inquiétez pas : il est tellement proche de son étoile que la température sur cette planète serait une incroyable 812 °C - trop chaude pour qu'aucun être vivant puisse s'y abriter !","Hier ist eine Erklärung des Planeten, die ein Kind zwischen 12 und 16 Jahren verstehen kann:

Bilden Sie sich ein Bild von einem riesigen Ball aus glühendem Fels namens HATS-37 A b, der in knapp über 4 Tagen um seine Sonne kreist! Diese sengende heiße Welt ist etwa 6,7 Mal so groß und schwer wie die Erde, was sie eine recht massive Welt macht. Seien Sie aber nicht besorgt, es ist so nah an seiner Sonne, dass die Temperaturen auf diesem Planeten eine beeindruckende 812°C erreichen - viel zu heiß für irgendetwas, das dort leben könnte!","कहानी शुरू है एक ऐसे ग्रह की, जो बच्चों को समझने लायक हो।

अपने तारे के चारों ओर बसता यह विशाल पत्थर का गोला (जिसे HATS-37 A b कहा जाता है) करीब से 4 दिन में एक चक्र पूरा करता है। इस गर्म तापमान वाली दुनिया लगभग पृथ्वी के 6.7 गुना बड़ी और भारी है, जिससे यह ग्रह बहुत बड़ा होता है। लेकिन चिंता न करें, इसका तारे से इतना निकटता है कि इस पर रहने वाली कोई भी वस्तु के रहने की संभावना नहीं है, क्योंकि यहां तापमान 812°C तक पहुंच जाता है!",ハツ37A bは、星をわずか4日で1周する、その大きさと重さが地球の約6.7倍の巨大な岩球だ。ただし、この惑星は自分の星から非常に近いため、その温度は高気温812℃まで上昇し、ここには生命が存在できないくらいである。
WASP-166 b,WASP-166,1,1,5.44354,7.062,32.10083,0.54,0.0,0.4202604165233687,996.85,"Planet: WASP-166 b, Star: WASP-166, Star Count: 1, Planet Count: 1, Orbit Time (days): 5.44354, Planet Size (Earths): 7.062, Planet Mass (Earths): 32.10083, Planet Temp (C): 996.85, Planet Density: 0.54, Orbit Shape: 0.0","Hey kiddo! Let me tell you about WASP-166 b, a super cool planet that's similar in size to Earth, but way heavier - about 32 times more massive than our home planet! It orbits its star really quickly, every 5.4 days, and it gets scorching hot with temperatures reaching almost 997°C, which is hotter than the surface of Mercury.","¡Hola chico! Te voy a contar sobre WASP-166 b, un planeta supercool que es similar en tamaño al nuestro, pero ¡mucho más pesado! - unas 32 veces más masivo que el nuestro. Gira en torno a su estrella muy rápidamente, cada 5.4 días, y se vuelve infernalmente caliente con temperaturas que llegan casi a los 997°C, lo cual es mucho más caliente que la superficie del Mercurio.","Écoute, jeune détective du cosmos ! Je veux te parler d'une planète super intéressante appelée WASP-166 b, qui est presque aussi grosse que la Terre, mais qui pèse lourdement – environ 32 fois plus qu'un grand poids de notre planète-maison ! Elle fait le tour de sa étoile en seulement 5,4 jours et il fait très chaud avec des températures atteignant presque les 997°C, ce qui est encore plus chaud que la surface du Mercure.","Hallo Kids! Ich muss euch erzählen über WASP-166 b, einen superschönen Planeten, der der Erde in Größe ähnlich ist, aber um das 32-fache schwerer ist! Er dreht sich in 5,4 Tagen um seine Sonne und wird dabei so heiß, dass die Temperaturen auf fast 997°C steigen, was even noch heißer als die Oberfläche des Merkur ist.","Hey किडो, मुझे WASP-166 बी के बारे में बताने दो! यह एक बहुत ही शानदार ग्रह है जिसका आकार पृथ्वी से तुलनात्मक रूप से समान है, लेकिन इसका वजन बहुत अधिक है - लगभग 32 बार पृथ्वी का वजन! यह अपने सितारे को केवल 5.4 दिनों में एक बार परिभ्रमण करता है और यह भट्टक के तापमान को प्राप्त करता है, जो लगभग 997°C होता है, जो इस्पानी की सतह से गर्म था.","Hey,若き星の探検家！私たちが知っている星に似た惑星、WASP-166 bについて話してやろう。地球のような大きさを持っていますが、非常に重いですよ。32倍以上も地球より大きな質量を持っています。その星を回るのに5.4日しかかからないとはまるにあたり、表面温度は997°C近くまで上がります。それならば、水王星より熱いのメルキュリーです。"
HAT-P-63 b,HAT-P-63,1,1,3.377728,12.543,195.14664,0.54,0.069,0.4224996549452136,963.85,"Planet: HAT-P-63 b, Star: HAT-P-63, Star Count: 1, Planet Count: 1, Orbit Time (days): 3.377728, Planet Size (Earths): 12.543, Planet Mass (Earths): 195.14664, Planet Temp (C): 963.85, Planet Density: 0.54, Orbit Shape: 0.069","Hey there, young space fan! Meet HAT-P-63 b, a super-sized planet that's about 12 times bigger than Earth! This scorching hot world orbits its star in just over three days and is so massive it would feel like being on the Moon, but with temperatures hot enough to melt metal - whoa!","Hola ahí, aficionado espacial joven! Conoce a HAT-P-63 b, un planeta gigante que es más de 12 veces más grande que la Tierra. Este mundo abrasador gira alrededor de su estrella en poco más de tres días y es tan masivo que sentiría como estar en la Luna, pero con temperaturas lo suficientemente calientes para derretir metal - ¡eh!","Salut jeune amateur d'espace ! Découvrez HAT-P-63 b, un géant planétaire qui est environ 12 fois plus grand que la Terre ! Ce monde brûlant tourne autour de sa star en moins de trois jours et est tellement massif qu'il vous ferait sentir comme sur la Lune, mais avec des températures suffisamment chaudes pour fondre du métal - wow !","Hey da, junger Weltraumfan! Treffen Sie HAT-P-63 b, einen Supererden, der etwa zwölfmal so groß ist wie die Erde! Diese schmelzende heiße Welt umkreist ihren Stern in weniger als drei Tagen und ist so massiv, dass man sich vorstellen kann, auf dem Mond zu stehen, aber mit Temperaturen, die heiß genug sind, um Metall zu schmelzen - wow!","यarroh ये, छोटे अंतरिक्ष प्रेमी ! मिलाओ HAT-P-63 b, एक अत्यधिक विशाल ग्रह जो पृथ्वी से 12 गुना बड़ा है ! यह भटकती गर्म दुनिया अपने तारे की परिक्रमा कर लेती है और बस तीन दिनों में - और इतना विशाल कि यह पृथ्वी से चंद्रमा जैसा लगेगा, लेकिन भटकती गर्मी से धातु को पिघलने जैसा - वाह !","Hey there, young space fan! Meet HAT-P-63 b, a super-sized planet that's about 12 times bigger than Earth! 

This scorching hot world orbits its star in just over three days and is so massive it would feel like being on the Moon, but with temperatures hot enough to melt metal - whoa!

→ ほんとに熱い星の周りを3日以内で公転する超大型の惑星があって、その大きさは地球の約12倍！"
HATS-60 b,HATS-60,1,1,3.560829,12.924,210.40346,0.537,0.191,0.3843689553455838,1254.85,"Planet: HATS-60 b, Star: HATS-60, Star Count: 1, Planet Count: 1, Orbit Time (days): 3.560829, Planet Size (Earths): 12.924, Planet Mass (Earths): 210.40346, Planet Temp (C): 1254.85, Planet Density: 0.537, Orbit Shape: 0.191","Here's what I've got:

Hey there! There's a planet called HATS-60 b that orbits around a star called HATS-60. This super-big planet is about 13 times bigger than Earth and has an extremely hot temperature of over 1,200 degrees Celsius - it's way too hot for any humans to visit, but it would be awesome to see from a safe distance!","¡Hola! Hay un planeta llamado HATS-60 b que orbita alrededor de una estrella llamada HATS-60. Este super-grande planeta tiene unos 13 veces el tamaño de la Tierra y una temperatura extremadamente caliente de más de 1,200 grados Celsius - es demasiado caluroso para que cualquier humano visite, pero sería emocionante verlo desde una distancia segura!","Voilà !

Salut ! Il y a une planète appelée HATS-60 b qui orbite autour d'une étoile appelée HATS-60. Cette super-planète est environ 13 fois plus grande que la Terre et a une température extrêmement chaude de plus de 1 200 degrés Celsius - ce n'est pas possible pour les humains de se rendre sur place, mais ce serait incroyablement cool à voir de loin !","Hier ist, was ich habe:

Hallo da draußen! Es gibt einen Planeten namens HATS-60 b, der um eine Stern namens HATS-60 kreist. Dieser riesige Planet ist etwa 13-mal so groß wie die Erde und hat eine extrem heiße Temperatur von über 1.200 Grad Celsius - es ist zu heiß für jeden Menschen, ihn zu besuchen, aber es wäre fantastisch, ihn aus sicherem Abstand zu sehen!","नमस्ते! एक ग्रह है जिसका नाम HATS-60 बी है, जो एक तारे के चारों ओर परिक्रमा करता है जिसका नाम है HATS-60। यह बहुत बड़ा ग्रह पृथ्वी से लगभग 13 गुना अधिक है और इसकी तापमान बहुत अधिक है, 1,200 डिग्री सेल्सियस से भी ज्यादा, किसी मानवीय गतिविधि के लिए यह बहुत गर्म है, लेकिन एक दूरस्थ दृष्टिकोण से इसका नज़ारा बहुत शानदार होगा।","〜

ヘイ、ここです！

星系 HATS-60 の内の 1 つの惑星 HATS-60 b があります。 この巨大な惑星は、地球の約 13 倍大きく、極端に高温の約 1,200 度という酷い環境です。しかし、危険から守られた安全な距離から見ることはとてもうれしいことかもしれません！"
KELT-9 b,KELT-9,2,1,1.4811235,21.196,915.3504,0.53,0.0,0.4391773378363638,3776.85,"Planet: KELT-9 b, Star: KELT-9, Star Count: 2, Planet Count: 1, Orbit Time (days): 1.4811235, Planet Size (Earths): 21.196, Planet Mass (Earths): 915.3504, Planet Temp (C): 3776.85, Planet Density: 0.53, Orbit Shape: 0.0","Here's an explanation that a kid between 12 to 16 can understand:

You won't believe the planet we're talking about - KELT-9 b! It's a huge ball of gas, more than 20 times bigger and heavier than our Earth, but it's not alone, it orbits two stars in its solar system. The crazy thing is that this super-giant planet gets scorching hot, with temperatures reaching up to 3,800°C - that's even hotter than the surface of the Sun!","¡No te lo creerás, pero el planeta de que estamos hablando es KELT-9 b! ¡Es una enorme bola de gas, más de 20 veces mayor y pesada que nuestro planeta Tierra, pero no está solo! Gira alrededor de dos estrellas en su sistema solar. La cosa loca es que este super-gigante recibe un calor intenso, con temperaturas que alcanzan hasta los 3,800°C - ¡incluso más calientes que la superficie del Sol!","Voici une explication qu'un ado de 12 à 16 ans peut comprendre :

Vous ne croyez pas à ce que nous venons de dire sur la planète KELT-9 b ! C'est un vaste ballon de gaz, plus de 20 fois plus grand et lourd que notre Terre, mais il n'est pas seul car il orbite deux étoiles dans son système solaire. La chose incroyable est que ce géant planétaire s'enflamme à feu et à sang, avec des températures atteignant jusqu'à 3 800°C - c'est même plus chaud que la surface du Soleil !","Hier ist eine Erklärung, die ein Kind zwischen 12 und 16 Jahren verstehen kann:

Sie werden es nicht glauben, aber wir sprechen hier vom Planeten KELT-9 b! Es handelt sich um einen riesigen Gasball, mehr als 20-mal so groß und schwer wie unsere Erde, aber er steht nicht allein, sondern umkreist zwei Sterne in seinem Sonnensystem. Die verrückte Sache ist, dass dieser super-riesige Planet ein Inferno ist, mit Temperaturen bis zu 3.800°C - das sind sogar höhere Werte als die Oberfläche der Sonne!","केल्ट-9 बी, ये प्लैनेट है जिसकी वो बात हो रही है! ये एक बहुत बड़ा गैस का गोला, हमारी धरती से 20 गुना ज्यादा बड़ा और भारी है। लेकिन फिर भी, ये अकेला नहीं है, ये दो तारों के चारों ओर घूमता है! और सबसे मजाकिया, ये प्लैनेट बहुत ज्यादा गर्म होता है, 3800 डिग्री सेल्सियस तक तापमान पहुंच जाता है, यही तो वह जगह है जहां सूरज का तापमान भी कम पड़ जाए!",ケルト9bを知ってみよう。この星は、太陽よりも大きく重い地球20以上のガス球なんだ。しかも、これだけの大きな星には2つあるのに、その中でもケルト9bはすごい力を持っているんだ。これがもっと衝撃的だよ、ケルト9bが太陽より熱くなってるよ！温度は３８００度以上で、太陽よりも２０００度も高いんだ。
TOI-2421 b,TOI-2421,1,1,4.3474032,10.368,105.83686,0.52,0.0,0.4168511303358451,1260.85,"Planet: TOI-2421 b, Star: TOI-2421, Star Count: 1, Planet Count: 1, Orbit Time (days): 4.3474032, Planet Size (Earths): 10.368, Planet Mass (Earths): 105.83686, Planet Temp (C): 1260.85, Planet Density: 0.52, Orbit Shape: 0.0","Hey there, space fan! Meet TOI-2421 b, a pretty cool planet that's about 10 times bigger than Earth and orbits its star really quickly - just over 4 days! Unfortunately, though, it's also super hot with temperatures reaching up to 1260°C, which is way too scorching for any life as we know it.","Hola ahí, fanático del espacio! Conoce a TOI-2421 b, un planeta bastante fresco que es unos 10 veces más grande que la Tierra y gira en torno a su estrella con mucha rapidez – solo unos 4 días! Desafortunadamente, sin embargo, es también extremadamente caliente con temperaturas que llegan hasta los 1260°C, lo cual es demasiado abrasador para cualquier vida como la conocemos.","Bonjour l'amoureux de l'espace ! Découvrez TOI-2421 b, une planète plutôt sympa qui fait 10 fois la taille de la Terre et tourne autour de son étoile en quelques jours seulement - juste un peu plus de 4 jours ! Malheureusement, elle est également extrêmement chaude avec des températures atteignant jusqu'à 1260°C, ce qui est beaucoup trop brûlant pour que qu'une vie telle que nous la connaissons y puisse exister.","Hallo daheim, Raumfahner! Besitzer ist TOI-2421 b, ein ziemlich cooler Planet, der etwa 10 mal größer als die Erde ist und um seine Sonne in nur über 4 Tagen herum kreist! Schade eigentlich, dass es auch super heiß dort mit Temperaturen bis zu 1260°C ist – das wäre für jedes Leben, wie wir es kennen, viel zu brennend.","नमस्ते, अंतरिक्ष प्रेमी! इसरो-2421 बी के सामने आइए, एक बहुत ही रोचक ग्रह जो पृथ्वी से लगभग 10 गुना बड़ा है और अपने तारे के इर्द-गिर्द बस 4 दिनों में परिक्रमा करता है। दुर्भाग्य से, यह एक अत्यधिक गर्म ग्रह भी है, जिसका तापमान करीब 1260 डिग्री सेल्सियस तक पहुंच सकता है, जो जीवन के लिए बहुत अधिक गर्मी है।","Hey there, space fan!

TOI-2421 b という星を回る惑星に出会いましょう。地球の10倍ぐらい大きく、わずか4日でその恒星を一周しています。しかし、その熱さは想像もできないほど強いでいます！1260°Cの高温に包まれます。そのような環境では、当面知られている生物は生きられません。"
